"year","zone","dataCollectionTime","group","measure","value"
"2004","S01001794","First Visit","Breastfed","Count",1
"2006","S01001794","First Visit","Exclusively Breastfed","Count",4
"2008","S01001794","6 To 8 Week Review","Breastfed","Count",2
"2013","S01001794","6 To 8 Week Review","Breastfed","Count",7
"2009","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2013","S01001794","First Visit","Breastfed","Count",8
"2011","S01001794","First Visit","Exclusively Breastfed","Count",8
"2010","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2002","S01001794","6 To 8 Week Review","Breastfed","Count",2
"2006","S01001794","6 To 8 Week Review","Breastfed","Count",4
"2012","S01001794","First Visit","Exclusively Breastfed","Count",9
"2007","S01001794","First Visit","Exclusively Breastfed","Count",5
"2011","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",8
"2009","S01001794","6 To 8 Week Review","Breastfed","Count",5
"2008","S01001794","First Visit","Exclusively Breastfed","Count",3
"2012","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",7
"2009","S01001794","First Visit","Breastfed","Count",5
"2003","S01001794","First Visit","Breastfed","Count",6
"2005","S01001794","First Visit","Breastfed","Count",10
"2013","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2005","S01001794","6 To 8 Week Review","Breastfed","Count",7
"2003","S01001794","First Visit","Exclusively Breastfed","Count",6
"2002","S01001794","First Visit","Breastfed","Count",2
"2003","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2001","S01001794","6 To 8 Week Review","Breastfed","Count",5
"2009","S01001794","First Visit","Exclusively Breastfed","Count",3
"2001","S01001794","First Visit","Breastfed","Count",5
"2010","S01001794","First Visit","Breastfed","Count",5
"2007","S01001794","6 To 8 Week Review","Breastfed","Count",9
"2002","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2013","S01001794","First Visit","Exclusively Breastfed","Count",7
"2001","S01001794","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2010","S01001794","First Visit","Exclusively Breastfed","Count",5
"2011","S01001794","6 To 8 Week Review","Breastfed","Count",8
"2010","S01001794","6 To 8 Week Review","Breastfed","Ratio","83.3"
"2011","S01001794","6 To 8 Week Review","Breastfed","Ratio",100
"2005","S01001794","6 To 8 Week Review","Breastfed","Ratio","87.5"
"2012","S01001794","6 To 8 Week Review","Breastfed","Ratio",70
"2008","S01001794","6 To 8 Week Review","Breastfed","Ratio",50
"2013","S01001794","6 To 8 Week Review","Breastfed","Ratio","87.5"
"2004","S01001794","6 To 8 Week Review","Breastfed","Ratio",20
"2003","S01001794","6 To 8 Week Review","Breastfed","Ratio","54.5"
"2006","S01001794","6 To 8 Week Review","Breastfed","Ratio",40
"2002","S01001794","6 To 8 Week Review","Breastfed","Ratio","22.2"
"2009","S01001794","6 To 8 Week Review","Breastfed","Ratio","71.4"
"2001","S01001794","6 To 8 Week Review","Breastfed","Ratio","83.3"
"2007","S01001794","6 To 8 Week Review","Breastfed","Ratio","69.2"
"2004","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",20
"2005","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2006","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",30
"2007","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","61.5"
"2008","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2009","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","42.9"
"2010","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","66.7"
"2011","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",100
"2012","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio",70
"2013","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","62.5"
"2003","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","54.5"
"2002","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","22.2"
"2001","S01001794","6 To 8 Week Review","Exclusively Breastfed","Ratio","83.3"
"2004","S01001794","First Visit","Breastfed","Ratio",20
"2001","S01001794","First Visit","Exclusively Breastfed","Ratio","83.3"
"2004","S01001794","First Visit","Exclusively Breastfed","Ratio",20
"2005","S01001794","First Visit","Exclusively Breastfed","Ratio",80
"2007","S01001794","First Visit","Breastfed","Ratio","72.7"
"2011","S01001794","First Visit","Breastfed","Ratio",100
"2012","S01001794","First Visit","Breastfed","Ratio","81.8"
"2008","S01001794","First Visit","Breastfed","Ratio",75
"2002","S01001794","First Visit","Exclusively Breastfed","Ratio","22.2"
"2006","S01001794","First Visit","Exclusively Breastfed","Ratio",50
"2013","S01001794","First Visit","Breastfed","Ratio","88.9"
"2006","S01001794","First Visit","Breastfed","Ratio",50
"2011","S01001794","First Visit","Exclusively Breastfed","Ratio",100
"2012","S01001794","First Visit","Exclusively Breastfed","Ratio","81.8"
"2005","S01001794","First Visit","Breastfed","Ratio",100
"2007","S01001794","First Visit","Exclusively Breastfed","Ratio","45.5"
"2009","S01001794","First Visit","Breastfed","Ratio","71.4"
"2003","S01001794","First Visit","Breastfed","Ratio","54.5"
"2008","S01001794","First Visit","Exclusively Breastfed","Ratio",75
"2003","S01001794","First Visit","Exclusively Breastfed","Ratio","54.5"
"2009","S01001794","First Visit","Exclusively Breastfed","Ratio","42.9"
"2002","S01001794","First Visit","Breastfed","Ratio","22.2"
"2001","S01001794","First Visit","Breastfed","Ratio","83.3"
"2013","S01001794","First Visit","Exclusively Breastfed","Ratio","77.8"
"2010","S01001794","First Visit","Breastfed","Ratio","83.3"
"2010","S01001794","First Visit","Exclusively Breastfed","Ratio","83.3"
"2001","S01001795","First Visit","Exclusively Breastfed","Count",4
"2003","S01001795","6 To 8 Week Review","Breastfed","Count",5
"2004","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2004","S01001795","First Visit","Exclusively Breastfed","Count",7
"2007","S01001795","First Visit","Breastfed","Count",4
"2005","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01001795","6 To 8 Week Review","Breastfed","Count",5
"2005","S01001795","First Visit","Exclusively Breastfed","Count",5
"2011","S01001795","First Visit","Breastfed","Count",3
"2010","S01001795","6 To 8 Week Review","Breastfed","Count",3
"2006","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2002","S01001795","First Visit","Exclusively Breastfed","Count",10
"2008","S01001795","First Visit","Breastfed","Count",9
"2012","S01001795","6 To 8 Week Review","Breastfed","Count",5
"2006","S01001795","First Visit","Breastfed","Count",8
"2012","S01001795","First Visit","Breastfed","Count",6
"2007","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2008","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",8
"2004","S01001795","First Visit","Breastfed","Count",7
"2006","S01001795","First Visit","Exclusively Breastfed","Count",6
"2008","S01001795","6 To 8 Week Review","Breastfed","Count",8
"2013","S01001795","6 To 8 Week Review","Breastfed","Count",10
"2009","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2013","S01001795","First Visit","Breastfed","Count",9
"2011","S01001795","First Visit","Exclusively Breastfed","Count",2
"2010","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2002","S01001795","6 To 8 Week Review","Breastfed","Count",10
"2006","S01001795","6 To 8 Week Review","Breastfed","Count",6
"2012","S01001795","First Visit","Exclusively Breastfed","Count",5
"2007","S01001795","First Visit","Exclusively Breastfed","Count",4
"2011","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2009","S01001795","6 To 8 Week Review","Breastfed","Count",2
"2008","S01001795","First Visit","Exclusively Breastfed","Count",8
"2012","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2009","S01001795","First Visit","Breastfed","Count",3
"2003","S01001795","First Visit","Breastfed","Count",5
"2005","S01001795","First Visit","Breastfed","Count",6
"2013","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",7
"2005","S01001795","6 To 8 Week Review","Breastfed","Count",2
"2003","S01001795","First Visit","Exclusively Breastfed","Count",3
"2002","S01001795","First Visit","Breastfed","Count",10
"2003","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2001","S01001795","6 To 8 Week Review","Breastfed","Count",4
"2009","S01001795","First Visit","Exclusively Breastfed","Count",2
"2001","S01001795","First Visit","Breastfed","Count",4
"2010","S01001795","First Visit","Breastfed","Count",3
"2007","S01001795","6 To 8 Week Review","Breastfed","Count",4
"2002","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",10
"2013","S01001795","First Visit","Exclusively Breastfed","Count",7
"2001","S01001795","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2010","S01001795","First Visit","Exclusively Breastfed","Count",3
"2011","S01001795","6 To 8 Week Review","Breastfed","Count",3
"2010","S01001795","6 To 8 Week Review","Breastfed","Ratio",100
"2011","S01001795","6 To 8 Week Review","Breastfed","Ratio",75
"2005","S01001795","6 To 8 Week Review","Breastfed","Ratio","33.3"
"2012","S01001795","6 To 8 Week Review","Breastfed","Ratio","62.5"
"2008","S01001795","6 To 8 Week Review","Breastfed","Ratio","88.9"
"2013","S01001795","6 To 8 Week Review","Breastfed","Ratio","90.9"
"2004","S01001795","6 To 8 Week Review","Breastfed","Ratio",100
"2003","S01001795","6 To 8 Week Review","Breastfed","Ratio","71.4"
"2006","S01001795","6 To 8 Week Review","Breastfed","Ratio",60
"2002","S01001795","6 To 8 Week Review","Breastfed","Ratio",100
"2009","S01001795","6 To 8 Week Review","Breastfed","Ratio",50
"2001","S01001795","6 To 8 Week Review","Breastfed","Ratio",50
"2007","S01001795","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2004","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",60
"2005","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio","33.3"
"2006","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",40
"2007","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2008","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio","88.9"
"2009","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",25
"2010","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",100
"2011","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2012","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",50
"2013","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio","63.6"
"2003","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio","57.1"
"2002","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio",100
"2001","S01001795","6 To 8 Week Review","Exclusively Breastfed","Ratio","37.5"
"2004","S01001795","First Visit","Breastfed","Ratio",100
"2001","S01001795","First Visit","Exclusively Breastfed","Ratio","57.1"
"2004","S01001795","First Visit","Exclusively Breastfed","Ratio",100
"2005","S01001795","First Visit","Exclusively Breastfed","Ratio","83.3"
"2007","S01001795","First Visit","Breastfed","Ratio","66.7"
"2011","S01001795","First Visit","Breastfed","Ratio",75
"2012","S01001795","First Visit","Breastfed","Ratio",75
"2008","S01001795","First Visit","Breastfed","Ratio",100
"2002","S01001795","First Visit","Exclusively Breastfed","Ratio",100
"2006","S01001795","First Visit","Exclusively Breastfed","Ratio",60
"2013","S01001795","First Visit","Breastfed","Ratio","81.8"
"2006","S01001795","First Visit","Breastfed","Ratio",80
"2011","S01001795","First Visit","Exclusively Breastfed","Ratio",50
"2012","S01001795","First Visit","Exclusively Breastfed","Ratio","62.5"
"2005","S01001795","First Visit","Breastfed","Ratio",100
"2007","S01001795","First Visit","Exclusively Breastfed","Ratio","66.7"
"2009","S01001795","First Visit","Breastfed","Ratio",75
"2003","S01001795","First Visit","Breastfed","Ratio","71.4"
"2008","S01001795","First Visit","Exclusively Breastfed","Ratio","88.9"
"2003","S01001795","First Visit","Exclusively Breastfed","Ratio","42.9"
"2009","S01001795","First Visit","Exclusively Breastfed","Ratio",50
"2002","S01001795","First Visit","Breastfed","Ratio",100
"2001","S01001795","First Visit","Breastfed","Ratio","57.1"
"2013","S01001795","First Visit","Exclusively Breastfed","Ratio","63.6"
"2010","S01001795","First Visit","Breastfed","Ratio",100
"2010","S01001795","First Visit","Exclusively Breastfed","Ratio",100
"2001","S01001796","First Visit","Exclusively Breastfed","Count",3
"2003","S01001796","6 To 8 Week Review","Breastfed","Count",5
"2004","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2004","S01001796","First Visit","Exclusively Breastfed","Count",0
"2007","S01001796","First Visit","Breastfed","Count",3
"2005","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",1
"2004","S01001796","6 To 8 Week Review","Breastfed","Count",0
"2005","S01001796","First Visit","Exclusively Breastfed","Count",1
"2011","S01001796","First Visit","Breastfed","Count",5
"2010","S01001796","6 To 8 Week Review","Breastfed","Count",4
"2006","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2002","S01001796","First Visit","Exclusively Breastfed","Count",3
"2008","S01001796","First Visit","Breastfed","Count",2
"2012","S01001796","6 To 8 Week Review","Breastfed","Count",6
"2006","S01001796","First Visit","Breastfed","Count",3
"2012","S01001796","First Visit","Breastfed","Count",5
"2007","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2008","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2004","S01001796","First Visit","Breastfed","Count",0
"2006","S01001796","First Visit","Exclusively Breastfed","Count",3
"2008","S01001796","6 To 8 Week Review","Breastfed","Count",2
"2013","S01001796","6 To 8 Week Review","Breastfed","Count",3
"2009","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",0
"2013","S01001796","First Visit","Breastfed","Count",3
"2011","S01001796","First Visit","Exclusively Breastfed","Count",5
"2010","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2002","S01001796","6 To 8 Week Review","Breastfed","Count",4
"2006","S01001796","6 To 8 Week Review","Breastfed","Count",3
"2012","S01001796","First Visit","Exclusively Breastfed","Count",5
"2007","S01001796","First Visit","Exclusively Breastfed","Count",3
"2011","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2009","S01001796","6 To 8 Week Review","Breastfed","Count",1
"2008","S01001796","First Visit","Exclusively Breastfed","Count",2
"2012","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",6
"2009","S01001796","First Visit","Breastfed","Count",1
"2003","S01001796","First Visit","Breastfed","Count",5
"2005","S01001796","First Visit","Breastfed","Count",1
"2013","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",3
"2005","S01001796","6 To 8 Week Review","Breastfed","Count",1
"2003","S01001796","First Visit","Exclusively Breastfed","Count",5
"2002","S01001796","First Visit","Breastfed","Count",4
"2003","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",5
"2001","S01001796","6 To 8 Week Review","Breastfed","Count",3
"2009","S01001796","First Visit","Exclusively Breastfed","Count",1
"2001","S01001796","First Visit","Breastfed","Count",3
"2010","S01001796","First Visit","Breastfed","Count",4
"2007","S01001796","6 To 8 Week Review","Breastfed","Count",2
"2002","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",4
"2013","S01001796","First Visit","Exclusively Breastfed","Count",3
"2001","S01001796","6 To 8 Week Review","Exclusively Breastfed","Count",2
"2010","S01001796","First Visit","Exclusively Breastfed","Count",4
"2011","S01001796","6 To 8 Week Review","Breastfed","Count",4
"2010","S01001796","6 To 8 Week Review","Breastfed","Ratio","57.1"
"2011","S01001796","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2005","S01001796","6 To 8 Week Review","Breastfed","Ratio",100
"2012","S01001796","6 To 8 Week Review","Breastfed","Ratio","85.7"
"2008","S01001796","6 To 8 Week Review","Breastfed","Ratio","66.7"
"2013","S01001796","6 To 8 Week Review","Breastfed","Ratio",75
